latitude,longitude,depth,mag,gap,rms,nst,cluster
37.3943,138.199,34.775,4.4,134.0,0.73,50.0,-1
53.612,-164.901,27.2,2.2,249.0,0.2,14.0,2
51.162,-177.042,22.6,2.2,250.0,0.4,17.0,2
38.822666168213,-122.85250091553,1.8899999856949,0.28,176.0,0.02,11.0,1
38.822666168213,-122.85416412353,2.75,1.09,94.0,0.03,20.0,1
38.822166442871,-122.85350036621,2.6300001144409,1.04,92.0,0.02,19.0,1
-5.5039,147.0196,194.527,4.2,100.0,0.95,25.0,-1
38.825500488281,-122.85500335693,2.3900001049042,1.32,95.0,0.02,22.0,1
33.531,-116.72233333333,6.08,0.59,35.0,0.14,31.0,1
38.826831817627,-122.85483551025,2.4900000095367,0.52,94.0,0.02,11.0,1
38.825500488281,-122.85500335693,2.2599999904633,1.07,120.0,0.01,15.0,1
52.217,-168.372,3.2,2.7,236.0,0.6,15.0,2
38.825332641602,-122.85366821289,2.4100000858307,0.36,147.0,0.01,8.0,1
38.826831817627,-122.85099792481,3.1300001144409,0.81,172.0,0.02,6.0,1
38.825164794922,-122.85466766357,2.4100000858307,1.32,82.0,0.02,25.0,1
38.819831848145,-122.85516357422,2.1800000667572,1.07,70.0,0.04,22.0,1
38.8235,-122.85416666667,2.82,0.48,168.0,0.03,14.0,1
38.82,-122.85533333333,2.65,2.53,17.0,0.07,86.0,1
39.34,-119.0262,8.0669,1.87,73.0,0.1028,20.0,1
40.228833333333,-124.16033333333,13.24,1.41,98.0,0.09,19.0,1
19.386333333333,-155.26783333333,0.39,0.78,107.0,0.1,9.0,-1
53.898833333333,-166.63166666667,7.08,0.39,147.0,0.13,7.0,2
51.760833333333,-178.78133333333,8.37,0.95,104.0,0.17,8.0,2
51.0666,-179.5537,10.896,2.6,227.0,0.4,17.0,2
26.4771,143.7997,10.0,4.7,92.0,0.8,80.0,-1
51.759333333333,-178.789,8.43,0.62,109.0,0.13,8.0,2
18.007666666667,-67.144,14.28,1.87,255.0,0.11,8.0,3
17.947333333333,-66.916666666667,10.99,1.98,229.0,0.13,7.0,3
28.716,-99.189,8.0518,1.9,81.0,0.2,13.0,1
38.837501525879,-122.79550170898,2.4400000572205,0.74,83.0,0.02,9.0,1
38.776833333333,-122.73466666667,1.54,0.14,99.0,0.02,9.0,1
38.83150100708,-122.81900024414,1.7300000190735,0.27,80.0,0.01,10.0,1
60.479,-139.666,1.6,1.5,97.0,0.6,15.0,2
51.773666666667,-178.78683333333,7.87,0.35,198.0,0.1,5.0,2
53.2656,170.2158,10.0,3.9,168.0,0.63,33.0,-1
36.217333333333,-118.3355,4.46,0.98,91.0,0.21,19.0,1
-30.677,-178.8597,107.579,5.0,150.0,0.71,24.0,-1
33.470666666667,-116.51366666667,12.74,0.87,56.0,0.19,44.0,1
35.7425,-121.29866666667,10.71,2.26,177.0,0.13,59.0,-1
38.826499938965,-122.85500335693,2.6900000572205,1.05,94.0,0.01,10.0,1
33.194166666667,-115.60266666667,2.37,1.19,44.0,0.2,24.0,1
38.843334197998,-122.82366943359,1.4500000476837,0.26,117.0,0.02,9.0,1
19.322666168213,-155.18200683594,1.4800000190735,1.7,191.0,0.25999999,35.0,0
28.822,-99.014,8.6785,1.9,93.0,0.3,18.0,1
38.4035,-122.61983333333,7.9,1.44,23.0,0.1,55.0,1
51.709833333333,-178.75283333333,11.41,0.95,123.0,0.24,11.0,2
63.594,-149.694,122.9,2.1,31.0,0.6,62.0,-1
35.310666666667,-117.80433333333,7.22,0.96,88.0,0.17,27.0,1
51.089,179.2425,35.0,3.1,261.0,0.98,17.0,-1
55.942,-159.945,7.5,2.0,161.0,0.5,16.0,2
1.5529,32.4735,10.0,4.4,54.0,0.34,47.0,-1
54.173,-166.04416666667,5.08,0.04,210.0,0.06,5.0,2
38.834999084473,-122.79566955566,1.9800000190735,1.6,34.0,0.03,30.0,1
17.3168,-84.3177,10.0,4.3,72.0,0.56,33.0,-1
38.830165863037,-122.81216430664,1.9500000476837,0.76,85.0,0.07,9.0,1
53.506,-165.438,26.4,2.2,257.0,0.3,14.0,2
38.836666666667,-122.8,1.95,0.36,66.0,0.06,22.0,1
51.425,-177.086,36.7,2.2,212.0,0.3,20.0,2
32.007,-103.795,7.4329,1.2,58.0,0.1,11.0,1
38.838001251221,-122.79467010498,1.9500000476837,0.39,90.0,0.02,8.0,1
19.424499511719,-154.91966247559,2.7699999809265,1.87,198.0,0.209999993,22.0,0
-21.7943,-67.52,196.6,4.3,65.0,0.67,30.0,-1
38.818,-122.8125,3.2,0.48,78.0,0.02,14.0,1
33.056333333333,-116.46616666667,8.08,1.03,38.0,0.16,46.0,1
51.7805,-178.78433333333,8.4,0.3,106.0,0.18,5.0,2
51.784666666667,-178.798,9.05,0.38,206.0,0.22,5.0,2
51.5343,-175.3727,35.0,3.2,224.0,0.85,20.0,2
38.818332672119,-122.81400299072,3.1199998855591,0.77,81.0,0.02,10.0,1
57.188,-155.336,14.8,1.7,191.0,0.5,20.0,2
11.212,-86.5887,35.0,4.7,165.0,1.0,79.0,-1
51.760333333333,-178.78916666667,8.32,1.15,108.0,0.13,8.0,2
51.805666666667,-178.68783333333,9.93,0.49,275.0,0.21,6.0,2
51.759,-178.78033333333,7.53,0.39,110.0,0.09,7.0,2
37.548666666667,-118.94533333333,5.6,0.31,195.0,0.04,12.0,1
51.7375,-178.78083333333,7.94,0.37,124.0,0.29,7.0,2
19.411,-155.27716666667,0.32,1.71,54.0,0.11,20.0,0
51.668666666667,-178.79016666667,5.24,1.43,152.0,0.34,8.0,2
32.508,-101.176,4.6143,1.2,91.0,0.2,14.0,1
55.927,-157.864,28.5,2.3,227.0,0.6,16.0,2
38.817665100098,-122.80200195312,3.5299999713898,0.35,87.0,0.01,10.0,1
61.636,-149.514,27.3,2.3,24.0,0.9,68.0,-1
57.312,-155.94,74.7,1.8,163.0,0.4,25.0,-1
36.7715,-121.43766666667,7.27,0.87,48.0,0.1,17.0,1
38.83150100708,-122.81549835205,1.8999999761581,1.33,46.0,0.02,24.0,1
63.417,-151.475,0.3,1.9,54.0,0.7,22.0,2
51.762666666667,-178.78466666667,8.59,0.49,104.0,0.2,5.0,2
38.831001281738,-122.81616973877,2.0199999809265,0.76,153.0,0.02,8.0,1
60.153,-140.892,2.1,1.8,139.0,0.7,23.0,2
55.963666666667,-159.7315,8.67,0.94,329.0,0.11,6.0,2
61.382,-147.357,20.8,2.1,37.0,0.8,58.0,2
36.0785,-119.81783333333,9.04,1.64,104.0,0.21,45.0,1
31.624,-104.447,6.3562,1.7,75.0,0.2,27.0,1
10.3064,-103.819,10.0,4.4,208.0,1.08,33.0,-1
17.9515,-66.915166666667,13.72,2.48,207.0,0.18,12.0,3
35.3802,26.6079,10.0,4.0,140.0,1.04,21.0,-1
34.0035,-117.21566666667,6.28,0.7,125.0,0.13,27.0,1
60.971,-146.978,22.7,1.6,56.0,0.7,27.0,2
19.3275,-66.1578,9.0,3.57,215.0,0.42,22.0,3
33.154,-116.63083333333,15.63,0.9,29.0,0.2,39.0,1
54.5433,-160.0082,35.0,3.0,213.0,0.87,24.0,2
34.2515,-117.68666666667,8.63,0.52,115.0,0.14,13.0,1
56.605,-155.36,3.5,2.0,97.0,0.7,23.0,2
53.787833333333,-166.62266666667,10.4,0.44,223.0,0.11,7.0,2
12.152,-88.2816,10.0,4.5,200.0,1.09,29.0,-1
36.7865,-121.42716666667,12.51,0.97,44.0,0.06,19.0,1
7.5739,91.812,10.0,4.5,96.0,0.74,32.0,-1
12.076,-88.2636,10.0,4.1,201.0,0.84,20.0,-1
33.034833333333,-116.29416666667,7.08,0.51,56.0,0.18,32.0,1
63.287,-150.603,126.5,1.9,34.0,0.6,49.0,2
19.4425,-68.7259,10.0,2.8,315.0,1.02,10.0,-1
27.479,139.7655,522.221,4.5,105.0,0.67,80.0,-1
31.651,-104.436,5.177,1.9,72.0,0.2,30.0,1
62.977,-150.959,111.3,1.9,47.0,0.5,46.0,2
58.339,-152.663,33.9,1.9,143.0,0.7,30.0,2
35.907833333333,-117.68833333333,2.42,1.03,42.0,0.13,27.0,1
19.139999389648,-155.50900268555,31.64999961853,1.9,162.0,0.140000001,32.0,0
46.824166666667,-121.97933333333,9.47,0.43,110.0,0.07,25.0,1
38.540666666667,-122.2955,4.58,0.96,60.0,0.13,20.0,1
33.522666666667,-116.52,14.18,0.07,70.0,0.13,15.0,1
33.5225,-116.51916666667,12.97,0.58,55.0,0.14,30.0,1
52.663,-166.893,1.9,2.4,255.0,0.5,13.0,2
32.092,-101.615,8.667,1.0,79.0,0.1,18.0,1
38.819332122803,-122.80500030518,2.7799999713898,1.11,51.0,0.03,20.0,1
60.531,-140.003,10.6,1.7,91.0,0.7,16.0,2
38.818000793457,-122.80549621582,3.3499999046326,2.11,53.0,0.06,45.0,1
19.703,-63.5678,63.0,4.07,317.0,0.57,24.0,-1
52.876333333333,-169.8635,6.26,0.91,269.0,0.15,4.0,2
38.825332641602,-122.80899810791,1.7000000476837,0.71,68.0,0.01,10.0,1
28.721,-98.475,8.2451,1.5,54.0,0.1,21.0,1
18.1645,-66.920333333333,16.36,2.46,72.0,0.26,18.0,-1
33.029833333333,-116.2975,6.66,1.81,27.0,0.19,72.0,1
28.723,-98.476,7.5444,1.9,35.0,0.3,42.0,1
28.72,-98.475,8.2876,1.1,128.0,0.1,10.0,1
38.807998657227,-122.79599761963,3.789999961853,0.48,109.0,0.01,10.0,1
39.188,-123.17033333333,7.75,1.95,30.0,0.1,60.0,1
35.711333333333,-121.04583333333,8.03,1.04,68.0,0.06,28.0,1
31.656,-104.448,5.2283,1.8,71.0,0.2,28.0,1
-21.3934,-66.6399,226.05,4.5,61.0,0.9,74.0,-1
40.3511,142.3484,44.842,4.3,132.0,0.58,70.0,-1
35.682833333333,-117.54116666667,6.64,0.54,73.0,0.11,19.0,1
62.068,-151.286,77.4,2.5,36.0,0.9,88.0,-1
40.7467,-74.806,8.953,1.2,152.0,1.04,9.0,-1
31.659,-104.439,5.4333,1.9,72.0,0.2,26.0,1
17.880666666667,-66.8675,15.27,2.39,241.0,0.12,10.0,3
51.7585,-178.80983333333,11.36,0.37,123.0,0.11,6.0,2
38.828834533691,-122.81216430664,1.4900000095367,1.14,49.0,0.02,13.0,1
38.806166666667,-122.781,3.23,0.52,56.0,0.03,34.0,1
61.165,-147.473,2.8,1.2,98.0,0.4,9.0,2
51.42,-178.23,6.1,2.1,222.0,0.6,18.0,2
35.737333333333,-117.55,10.1,1.09,70.0,0.13,28.0,1
31.717,-104.005,8.3044,0.8,65.0,0.2,21.0,1
40.3771,142.1211,58.297,4.2,174.0,0.52,35.0,-1
34.192,-117.44183333333,6.61,0.59,36.0,0.19,45.0,1
12.0691,-88.2835,10.0,4.6,152.0,1.34,54.0,-1
28.721,-98.474,8.5664,1.6,54.0,0.2,40.0,1
36.532833333333,-121.15533333333,4.57,1.14,67.0,0.11,31.0,1
53.426,-167.597,82.6,2.0,181.0,0.5,17.0,-1
35.705833333333,-117.51816666667,6.44,1.53,54.0,0.14,44.0,1
38.770000457764,-122.71633148193,1.8600000143051,1.59,71.0,0.09,20.0,1
45.6575,-111.60433333333,2.39,1.3,46.0,0.25,13.0,1
44.798333333333,-110.83333333333,4.1,0.21,107.0,0.13,14.0,1
45.659,-111.59883333333,0.95,1.34,46.0,0.22,18.0,1
44.7735,-111.378,10.68,0.5,95.0,0.25,11.0,1
34.421,-97.468,5.19,2.09,41.0,0.46,94.0,-1
40.31,-124.4245,27.63,2.5,237.0,0.16,35.0,-1
46.851166666667,-121.7625,1.47,0.38,52.0,0.05,24.0,1
31.621,-104.108,6.7664,1.8,78.0,0.1,23.0,1
44.782833333333,-111.36983333333,11.81,0.68,88.0,0.39,14.0,1
34.101666666667,-116.9695,8.98,0.58,66.0,0.13,34.0,1
58.243,-154.98,5.0,0.5,137.0,0.3,11.0,2
31.68,-104.295,7.8943,1.8,65.0,0.1,23.0,1
53.786,-166.62533333333,10.4,0.13,224.0,0.1,7.0,2
17.977166666667,-66.981666666667,9.82,2.06,172.0,0.13,12.0,3
53.796333333333,-166.62716666667,6.23,0.21,214.0,0.29,6.0,2
53.809666666667,-166.67983333333,10.15,0.26,192.0,0.31,6.0,2
53.791166666667,-166.62,10.82,0.59,220.0,0.09,11.0,2
51.5279,178.7947,76.695,3.3,222.0,0.35,27.0,-1
56.979,-157.533,3.3,1.6,191.0,0.6,11.0,2
52.415,-169.086,24.0,2.6,260.0,0.5,15.0,2
62.177,-148.619,30.3,1.6,65.0,0.9,21.0,2
53.898166666667,-166.62866666667,6.96,0.06,149.0,0.13,7.0,2
37.334333333333,-122.20633333333,8.57,0.75,84.0,0.06,10.0,1
37.3335,-122.19916666667,9.04,1.47,43.0,0.08,25.0,1
37.3305,-122.19616666667,9.94,1.0,73.0,0.14,17.0,1
38.823165893555,-122.81066894531,2.289999961853,1.06,45.0,0.01,18.0,1
37.168833333333,-122.35283333333,12.78,2.4,189.0,0.13,111.0,-1
44.793,-110.8285,4.64,1.06,104.0,0.11,18.0,1
33.8935,-117.8535,10.0,1.68,19.0,0.22,98.0,1
35.884,-117.6785,5.51,0.42,91.0,0.12,15.0,1
47.633166666667,-122.206,28.48,1.11,82.0,0.17,18.0,1
6.2909,126.8256,8.806,4.2,137.0,0.72,21.0,-1
38.823665618896,-122.81066894531,2.1800000667572,1.7,38.0,0.05,33.0,1
34.447333333333,-117.922,9.05,0.55,46.0,0.14,20.0,1
31.692,-104.3,6.7151,1.7,70.0,0.2,33.0,1
-31.6786,-69.3877,108.933,4.3,46.0,0.71,55.0,-1
31.697,-104.307,7.1765,1.6,75.0,0.2,36.0,1
39.2635,-122.7555,2.94,1.83,48.0,0.15,46.0,1
47.851166666667,-122.5,24.08,0.69,145.0,0.17,18.0,1
19.047666666667,-155.37466666667,32.01,1.95,219.0,0.12,33.0,0
51.3314,-179.4026,28.1,3.0,200.0,0.69,17.0,2
60.817,-143.286,13.2,1.6,57.0,0.9,26.0,2
17.984166666667,-67.171833333333,13.5,1.83,287.0,0.05,4.0,3
54.4768,-159.9689,35.0,2.8,238.0,0.57,21.0,2
-57.8991,-25.4446,46.006,4.2,106.0,1.05,17.0,-1
54.423,-161.354,10.2,2.2,236.0,0.4,15.0,2
37.335666666667,-122.203,9.49,0.83,69.0,0.09,13.0,1
33.933,-116.879,13.68,0.91,36.0,0.12,38.0,1
36.603833333333,-121.13266666667,8.38,2.55,52.0,0.21,84.0,1
53.368,-165.693,16.1,2.6,210.0,0.5,20.0,2
38.836498260498,-122.80117034912,2.289999961853,0.5,68.0,0.01,13.0,1
41.8755,-121.19883333333,10.45,0.93,125.0,0.15,7.0,1
54.4177,-159.9761,35.0,2.9,240.0,0.47,18.0,2
60.584,-142.653,25.1,0.9,119.0,0.7,12.0,2
8.9178,126.5066,56.726,4.5,115.0,0.86,44.0,-1
-30.9802,-65.674,180.733,4.5,86.0,0.85,31.0,-1
33.178666666667,-115.61166666667,3.46,1.22,85.0,0.19,36.0,1
60.395,-139.544,1.0,1.5,94.0,0.8,14.0,2
35.15766667,-97.77633333,5.88,0.87,68.0,0.19,20.0,1
33.1785,-115.61583333333,3.06,1.58,42.0,0.19,43.0,1
18.145166666667,-66.665666666667,13.41,1.97,185.0,0.35,6.0,3
33.176,-115.616,3.4,1.37,43.0,0.19,37.0,1
38.821166992188,-122.8261642456,0.95999997854233,0.97,94.0,0.01,8.0,1
33.175166666667,-115.61233333333,3.92,1.55,43.0,0.17,42.0,1
53.411,-164.033,19.3,2.5,253.0,0.5,17.0,2
38.4426,-116.5165,2.7698,2.32,184.0,0.0728,7.0,1
62.399,-151.498,93.1,2.1,58.0,0.7,51.0,2
31.768,-101.922,4.8096,1.6,86.0,0.2,32.0,1
52.800166666667,-169.883,1.23,0.7,160.0,0.3,5.0,2
52.829833333333,-169.87516666667,1.18,0.63,180.0,0.15,4.0,2
31.693,-101.969,6.5674,1.5,65.0,0.2,26.0,1
52.752,-167.507,29.5,2.6,228.0,0.3,20.0,2
-4.5294,152.0986,169.054,4.1,120.0,0.72,17.0,-1
57.462,-154.694,49.0,1.5,180.0,0.5,15.0,-1
38.770000457764,-122.72750091553,1.2699999809265,1.22,66.0,0.02,9.0,1
58.265,-155.539,5.0,0.9,67.0,0.5,16.0,2
33.948833333333,-116.80633333333,14.62,1.73,24.0,0.19,89.0,1
38.819999694824,-122.79216766357,1.5,1.11,55.0,0.03,16.0,1
59.84,-153.772,163.3,3.2,47.0,0.9,168.0,-1
37.594166666667,-122.46216666667,8.68,0.71,90.0,0.05,10.0,1
17.981,-66.876166666667,12.33,2.0,243.0,0.22,5.0,3
34.42983333,-97.4775,5.19,1.55,51.0,0.49,70.0,1
31.233,-103.517,3.7671,1.2,79.0,0.2,16.0,1
63.504,-149.944,110.1,1.8,59.0,0.6,40.0,2
16.2625,121.0291,10.0,4.5,106.0,1.26,19.0,-1
34.188333333333,-117.43633333333,6.61,0.48,64.0,0.14,28.0,1
-24.0984,-179.7084,486.212,5.0,110.0,0.69,44.0,-1
52.801,-169.87383333333,8.04,0.97,160.0,0.09,5.0,2
31.875,-103.952,8.0481,0.9,40.0,0.1,24.0,1
44.838,-111.482,12.26,0.44,122.0,0.26,10.0,1
31.689,-104.306,7.2791,1.6,65.0,0.1,20.0,1
33.394833333333,-116.4085,14.53,0.49,71.0,0.16,28.0,1
44.579333333333,-111.18483333333,6.57,0.23,113.0,0.19,7.0,1
54.477,-160.029,1.3,2.2,268.0,0.5,15.0,2
19.1965,-155.37333333333,30.48,2.0,174.0,0.12,46.0,0
58.283,-155.549,5.0,0.7,70.0,0.5,14.0,2
32.743333333333,-115.5975,12.68,1.89,42.0,0.25,36.0,1
62.43,-151.35,99.1,2.0,33.0,0.7,55.0,2
33.582666666667,-116.71383333333,11.52,0.71,87.0,0.11,13.0,1
33.571166666667,-116.72116666667,11.82,1.4,25.0,0.19,74.0,1
34.2785,-117.06233333333,7.93,0.87,59.0,0.16,41.0,1
31.658,-102.051,5.249,1.1,64.0,0.2,23.0,1
4.0392,126.8207,54.065,4.3,131.0,1.12,17.0,-1
33.524666666667,-116.73716666667,3.52,0.49,44.0,0.14,23.0,1
36.020833333333,-120.58466666667,1.18,0.54,145.0,0.09,14.0,1
-17.3616,167.751,35.0,5.0,178.0,0.76,24.0,-1
14.1532,-92.4462,45.235,4.1,174.0,0.89,25.0,-1
35.295666666667,-117.80316666667,7.62,1.37,61.0,0.17,37.0,1
60.672,-149.409,9.0,1.7,59.0,0.9,36.0,2
47.609166666667,-121.80683333333,17.6,0.98,122.0,0.1,11.0,1
32.478,-101.163,5.7861,1.4,54.0,0.2,22.0,1
58.1805,-155.39366666667,0.8,0.13,85.0,0.28,12.0,2
27.4627,128.4719,35.0,4.4,82.0,0.97,30.0,-1
35.744666666667,-118.50733333333,9.78,1.26,51.0,0.16,26.0,1
58.171833333333,-155.37166666667,2.06,0.23,66.0,0.08,12.0,2
46.8125,-121.99983333333,6.53,0.59,94.0,0.08,25.0,1
51.3437,-177.0517,35.0,3.1,218.0,0.93,19.0,2
56.276,-149.598,5.0,2.7,211.0,0.6,20.0,2
31.478666666667,-115.65733333333,6.54,2.71,133.0,0.14,8.0,-1
39.046833333333,-122.91616666667,5.44,1.74,36.0,0.14,52.0,1
38.762333333333,-122.72816666667,2.86,0.4,104.0,0.03,10.0,1
38.81600189209,-122.79633331299,3.5999999046326,1.04,44.0,0.02,22.0,1
60.149333333333,-153.087,11.84,0.32,328.0,0.15,4.0,2
62.1963,-26.4033,10.0,4.9,55.0,0.76,61.0,-1
64.781,-149.812,8.6,1.7,39.0,0.9,24.0,2
38.821334838867,-122.84233093262,1.789999961853,0.92,72.0,0.03,13.0,1
40.258666666667,-122.08866666667,9.34,1.89,52.0,0.15,23.0,1
60.913,-149.452,20.3,2.4,49.0,1.0,93.0,-1
32.103,-101.924,9.1064,1.0,82.0,0.2,22.0,1
61.71,-150.62,56.0,1.5,89.0,0.8,21.0,2
38.784332275391,-122.76349639893,4.0300002098083,1.04,69.0,0.02,13.0,1
58.731,-152.823,67.7,1.6,73.0,0.5,26.0,2
32.8855,-115.67166666667,3.54,1.9,47.0,0.26,40.0,1
31.721,-104.351,7.5867,1.8,80.0,0.1,21.0,1
44.823833333333,-111.5265,11.16,0.6,138.0,0.18,9.0,1
31.719,-104.353,5.2283,1.6,64.0,0.2,28.0,1
38.823501586914,-122.85283660889,2.3499999046326,0.77,174.0,0.01,7.0,1
51.238,-178.107,12.6,2.3,247.0,0.4,13.0,2
38.686666666667,-122.50716666667,6.03,1.45,43.0,0.11,52.0,1
35.9955,-91.3195,11.96,1.89,150.0,0.15,7.0,1
58.778,-153.757,3.62,0.6,215.0,0.22,4.0,2
38.4535,-116.5156,4.7364,1.67,198.0,0.0726,9.0,1
28.801,-99.017,8.6858,1.9,59.0,0.4,37.0,1
-7.2968,147.4544,68.854,5.0,62.0,0.77,61.0,-1
33.745333333333,-115.9645,5.25,1.08,64.0,0.16,33.0,1
65.106,-148.723,19.3,0.8,83.0,0.2,11.0,2
45.878,-120.126,16.6,1.2,128.0,0.21,6.0,1
60.524,-139.885,1.6,1.7,90.0,0.7,16.0,2
18.019666666667,-67.146,14.0,2.29,175.0,0.17,17.0,3
18.004166666667,-67.1535,13.06,3.05,213.0,0.12,24.0,-1
33.970833333333,-116.63683333333,15.07,1.71,23.0,0.17,81.0,1
38.8245,-122.7875,1.77,0.27,57.0,0.04,13.0,1
31.618,-104.11,6.2665,1.5,56.0,0.2,38.0,1
61.05,-150.912,16.3,1.4,74.0,0.9,29.0,2
35.66798019,-95.49706268,19.4853363,2.11,123.9900436,1.104857804,13.0,-1
36.037333333333,-121.23983333333,9.63,2.53,52.0,0.14,82.0,1
11.9084,-59.1029,35.0,5.6,34.0,1.19,90.0,-1
38.823666666667,-122.7925,1.4,0.28,51.0,0.02,13.0,1
38.3564,73.8219,131.794,4.9,78.0,0.94,80.0,-1
60.429,-139.533,5.0,1.5,108.0,1.0,14.0,2
37.459666666667,-118.8495,5.97,1.54,102.0,0.07,32.0,1
31.651,-104.416,4.1516,1.7,74.0,0.2,25.0,1
38.835334777832,-122.8193359375,1.9700000286102,0.72,66.0,0.01,10.0,1
19.167333333333,-155.49483333333,31.32,2.13,156.0,0.1,30.0,0
51.6893,-176.7366,84.044,2.7,193.0,0.3,18.0,-1
53.956166666667,-166.67366666667,9.27,0.46,158.0,0.12,7.0,2
62.075,-149.393,0.7,1.9,80.0,0.8,33.0,2
31.614,-104.113,6.0999,1.6,78.0,0.1,26.0,1
38.798168182373,-122.81366729736,3.0999999046326,1.26,69.0,0.02,21.0,1
38.818668365479,-122.80599975586,3.2400000095367,0.26,87.0,0.02,8.0,1
57.185,-155.334,12.1,1.7,244.0,0.5,20.0,2
60.097,-152.478,97.4,1.6,88.0,0.4,37.0,2
58.249,-155.127,5.0,0.5,148.0,0.3,10.0,2
35.678833333333,-117.5455,2.51,0.27,74.0,0.14,18.0,1
51.834,160.217,10.0,4.2,167.0,0.53,32.0,-1
61.697,-149.666,13.4,2.0,62.0,1.1,52.0,2
35.295333333333,-117.80233333333,7.21,1.39,61.0,0.18,41.0,1
19.836500167847,-155.8313293457,13.859999656677,1.71,248.0,0.159999996,14.0,0
34.001833333333,-117.21066666667,2.86,0.92,183.0,0.16,16.0,1
58.249333333333,-155.145,4.82,1.26,75.0,0.09,13.0,2
60.036,-152.909,103.4,1.1,145.0,0.5,18.0,-1
60.186,-153.171,139.6,2.2,47.0,0.6,75.0,-1
56.0345,-159.8305,4.88,0.36,317.0,0.04,5.0,2
61.336,-151.474,82.4,1.5,64.0,0.8,25.0,2
17.946666666667,-66.751833333333,8.44,2.97,170.0,0.27,25.0,-1
64.489,-146.905,6.4,1.4,75.0,0.4,14.0,2
38.033833333333,-111.68716666667,9.41,2.12,112.0,0.25,25.0,1
36.7242,70.7663,134.159,4.1,242.0,0.72,27.0,-1
38.009333333333,-122.26616666667,8.22,0.95,38.0,0.09,35.0,1
39.274333333333,-111.27533333333,0.16,2.07,57.0,0.13,23.0,1
35.721666666667,-84.1065,7.06,1.79,78.0,0.13,10.0,1
35.712333333333,-84.113,8.69,2.38,77.0,0.18,17.0,1
60.437,-139.582,2.0,1.4,105.0,0.6,11.0,2
59.795,-153.276,134.2,1.9,96.0,0.8,68.0,-1
38.785667419434,-122.76066589356,3.7400000095367,0.71,95.0,0.03,10.0,1
35.868833333333,-120.4105,5.05,1.1,92.0,0.05,28.0,1
-5.2582,68.7135,10.0,4.5,76.0,0.94,66.0,-1
64.889,-149.157,1.4,1.0,110.0,0.6,12.0,2
35.295,-117.81116666667,8.1,0.86,91.0,0.22,25.0,1
35.298166666667,-117.79683333333,7.81,0.78,93.0,0.15,22.0,1
36.257166666667,-120.232,1.06,0.91,247.0,0.02,6.0,1
61.558,-150.678,52.4,2.4,27.0,0.8,96.0,-1
38.787166595459,-122.74083709717,0.81000000238419,1.05,86.0,0.03,9.0,1
38.818668365479,-122.79083251953,2.8399999141693,1.02,85.0,0.03,11.0,1
38.83483505249,-122.81950378418,1.8999999761581,0.28,77.0,0.02,9.0,1
58.639,-153.261,8.3,2.0,64.0,0.7,54.0,-1
37.642833333333,-119.40583333333,4.37,1.15,110.0,0.14,17.0,1
19.0678,-64.5625,25.0,3.56,272.0,0.35,19.0,3
33.245166666667,-116.66716666667,11.18,0.4,35.0,0.16,29.0,1
31.652,-104.417,4.4592,2.0,74.0,0.2,33.0,1
43.0767,143.7857,116.722,4.5,126.0,0.9,52.0,-1
35.294833333333,-117.80716666667,7.39,1.11,66.0,0.2,35.0,1
40.569,-119.7153,6.1609,2.14,267.0,0.1855,9.0,-1
35.296666666667,-117.80716666667,7.64,1.49,36.0,0.18,42.0,1
35.2945,-117.81116666667,8.02,1.19,66.0,0.17,35.0,1
16.3879,119.2212,10.0,4.6,103.0,0.68,49.0,-1
38.833168029785,-122.81517028809,2.0999999046326,0.18,90.0,0.01,8.0,1
37.639166666667,-119.40666666667,6.4,2.08,65.0,0.11,38.0,1
52.44,-169.023,18.8,3.3,212.0,0.7,33.0,2
36.6615,-121.28966666667,6.11,1.0,156.0,0.06,19.0,1
61.702,-150.826,66.9,1.4,111.0,0.7,21.0,2
36.721833333333,-121.10483333333,6.89,0.85,69.0,0.15,10.0,1
66.068,-150.406,11.9,3.0,34.0,1.5,54.0,-1
31.687,-104.298,7.7661,2.4,66.0,0.2,22.0,1
35.2985,-117.80666666667,7.28,2.08,33.0,0.18,53.0,1
53.896,-166.6215,7.27,0.73,152.0,0.09,7.0,2
51.904,179.59933333333,3.9,1.99,113.0,0.24,8.0,-1
60.519,-139.902,0.9,2.4,100.0,0.8,17.0,2
37.299333333333,-122.09733333333,6.22,0.54,56.0,0.08,12.0,1
61.144,-140.015,9.8,1.4,115.0,0.4,12.0,2
6.018,126.6311,10.0,4.6,106.0,1.35,51.0,-1
61.141,-140.016,3.3,1.7,82.0,0.5,15.0,2
34.0995,-116.64883333333,7.38,1.15,42.0,0.16,48.0,1
47.916166666667,-122.02733333333,18.18,1.99,55.0,0.13,32.0,1
35.294333333333,-117.806,7.43,1.1,61.0,0.19,39.0,1
47.486666666667,-122.66666666667,21.74,1.46,36.0,0.24,43.0,1
59.478,-152.958,94.3,1.7,99.0,0.4,34.0,2
59.757,-153.053,105.6,2.3,71.0,0.6,97.0,-1
63.273,-150.525,129.2,1.8,41.0,0.6,49.0,2
39.972166666667,-120.15983333333,2.95,2.08,65.0,0.08,21.0,1
37.636833333333,-119.4055,3.74,1.54,49.0,0.16,38.0,1
60.238,-152.466,102.7,1.4,78.0,0.3,19.0,2
17.9278,-68.6006,80.0,3.61,232.0,0.32,16.0,-1
61.544,-149.974,37.8,1.3,85.0,0.7,20.0,2
