latitude,longitude,depth,mag,gap,rms,nst,cluster
38.849666595459,-122.84799957275,1.4800000190735,1.13,112.0,0.03,18.0,1
38.849166870117,-122.84649658203,1.7300000190735,2.01,110.0,0.01,9.0,1
38.849498748779,-122.84850311279,1.3200000524521,1.88,111.0,0.02,25.0,1
38.848667144775,-122.84733581543,1.5199999809265,2.28,75.0,0.04,34.0,1
59.789,-153.45,138.3,1.9,60.0,0.7,65.0,-1
4.9789,125.215,35.0,5.7,35.0,0.88,107.0,-1
45.447166666667,-112.40733333333,7.67,1.38,53.0,0.31,22.0,1
4.787,125.3513,51.359,5.3,35.0,1.04,93.0,-1
5.1926,125.1257,35.0,5.0,77.0,0.52,74.0,-1
38.849666595459,-122.84700012207,1.1399999856949,1.05,112.0,0.03,17.0,1
38.848167419434,-122.84566497803,1.539999961853,0.57,135.0,0.02,9.0,1
59.792,-152.485,80.4,1.7,65.0,0.6,41.0,2
58.96,-152.479,63.9,3.8,73.0,0.9,266.0,-1
52.4495,-174.12683333333,2.36,0.49,290.0,0.26,7.0,2
47.348333333333,-113.85,4.3,1.92,106.0,0.27,19.0,1
38.807666778565,-122.81416320801,3.289999961853,0.75,146.0,0.0,5.0,1
17.979666666667,-66.903333333333,13.11,2.07,165.0,0.06,4.0,3
32.114,-101.11,7.1045,1.3,63.0,0.3,17.0,1
63.548,-148.413,10.9,1.5,78.0,0.8,14.0,2
38.82466506958,-122.80899810791,2.6500000953674,1.07,48.0,0.02,20.0,1
33.245833333333,-116.4005,4.88,0.58,80.0,0.19,22.0,1
38.846332550049,-122.84716796875,1.5599999427795,0.55,132.0,0.01,8.0,1
31.977,-101.98,7.8857,1.1,50.0,0.2,30.0,1
38.848331451416,-122.84716796875,1.1399999856949,0.28,136.0,0.04,8.0,1
5.2058,124.9834,35.0,4.4,133.0,0.65,26.0,-1
39.298666666667,-111.9665,3.88,1.0,85.0,0.12,8.0,1
19.1455,-66.4695,27.96,3.09,255.0,0.27,16.0,3
38.847499847412,-122.85066986084,1.4099999666214,0.28,104.0,0.04,11.0,1
35.301,-117.80616666667,7.14,1.11,65.0,0.21,34.0,1
38.849334716797,-122.84899902344,1.4900000095367,0.66,111.0,0.05,11.0,1
19.022833333333,-66.5245,40.83,2.98,296.0,0.35,12.0,3
52.81,-169.863,2.92,0.58,152.0,0.22,5.0,2
39.159,-119.0432,9.0446,1.78,50.0,0.1311,22.0,1
17.971333333333,-66.516166666667,14.18,2.07,103.0,0.13,9.0,3
5.3553,125.1956,35.0,4.9,87.0,0.62,60.0,-1
34.4995,-119.09366666667,0.78,1.12,63.0,0.14,16.0,1
61.486,-146.688,26.8,1.8,106.0,0.7,22.0,2
51.864,-174.212,68.3,2.9,199.0,0.5,29.0,-1
4.8722,125.3545,66.948,4.7,86.0,1.26,40.0,-1
33.702,-116.80716666667,15.69,0.61,80.0,0.1,20.0,1
45.6872,-76.3572,10.0,1.6,86.0,1.16,11.0,-1
35.749333333333,-84.134166666667,18.91,2.34,84.0,0.05,15.0,1
37.277168273926,-121.63632965088,5.0500001907349,2.32,44.0,0.08,68.0,1
4.9916,124.9784,60.192,4.6,129.0,0.77,29.0,-1
51.2883,-177.6044,34.397,3.0,208.0,0.87,25.0,2
38.7376,23.4156,10.0,4.4,40.0,0.81,32.0,-1
5.7459,125.2727,59.87,4.8,77.0,0.72,49.0,-1
61.516,-149.942,31.6,2.6,37.0,1.0,71.0,-1
33.929166666667,-117.19333333333,13.59,1.21,53.0,0.19,54.0,1
38.839668273926,-122.82900238037,1.7400000095367,0.97,105.0,0.04,14.0,1
51.9505,178.32116666667,12.46,1.09,344.0,0.13,4.0,-1
38.851665496826,-122.84883117676,1.3899999856949,0.95,118.0,0.03,14.0,1
51.877666666667,-177.92483333333,3.05,0.23,232.0,0.2,5.0,2
52.031333333333,178.28116666667,8.36,0.89,352.0,0.03,4.0,-1
5.1996,125.6122,59.832,4.6,97.0,0.84,44.0,-1
19.313333333333,-155.23,1.75,2.03,74.0,0.17,35.0,0
51.544,-176.464,55.2,2.3,223.0,0.3,20.0,2
63.486,-146.184,1.8,2.0,69.0,0.5,21.0,2
33.769666666667,-117.51966666667,6.16,0.99,70.0,0.18,34.0,1
36.4425,-89.482666666667,7.86,2.19,73.0,0.08,33.0,1
38.790668487549,-122.75916290283,1.1399999856949,1.07,79.0,0.03,13.0,1
52.799,-169.8785,3.3,0.74,163.0,0.15,5.0,2
53.897333333333,-166.63566666667,7.23,0.32,143.0,0.07,6.0,2
4.8963,125.1798,76.712,5.1,76.0,1.07,29.0,-1
38.85283279419,-122.84783172607,1.5499999523163,0.71,123.0,0.01,7.0,1
5.2845,125.6587,69.795,5.8,83.0,0.62,43.0,-1
5.4762,125.1951,69.004,6.5,23.0,0.61,131.0,-1
5.1386,124.9703,41.403,5.0,97.0,1.03,67.0,-1
31.811,-104.15,0.0,1.5,224.0,0.7,4.0,-1
5.5478,125.3274,54.502,4.9,107.0,0.62,34.0,-1
52.0365,178.2985,3.61,2.45,332.0,0.23,5.0,-1
5.5327,125.4256,35.0,4.8,102.0,1.63,32.0,-1
63.524,-147.013,10.0,2.8,43.0,0.9,23.0,2
31.662,-104.491,5.9973,1.9,67.0,0.3,33.0,1
31.738,-104.253,8.3685,1.9,45.0,0.3,32.0,1
38.849166870117,-122.84666442871,1.3799999952316,0.7,165.0,0.02,11.0,1
5.6489,125.2591,42.911,6.0,48.0,0.82,98.0,-1
5.5222,125.2096,81.843,6.0,67.0,0.67,66.0,-1
5.5918,125.0469,55.193,7.8,21.0,0.49,140.0,-1
-24.1155,-66.7987,205.234,4.0,82.0,0.9,18.0,-1
38.847999572754,-122.84566497803,1.3600000143051,1.02,106.0,0.01,10.0,1
63.157,-147.647,4.4,1.4,74.0,0.6,16.0,2
35.869333333333,-117.71483333333,9.98,0.89,60.0,0.1,21.0,1
38.846000671387,-122.84666442871,1.3600000143051,0.65,101.0,0.01,10.0,1
61.584,-146.527,28.7,2.4,26.0,0.9,54.0,2
33.1845,-115.60516666667,3.67,1.28,108.0,0.18,25.0,1
61.127,-140.079,4.9,1.7,115.0,0.6,13.0,2
36.529666900635,-121.14749908447,0.03999999910593,0.76,120.0,0.23,6.0,1
64.944,-147.471,7.0,1.3,49.0,0.9,19.0,2
-20.7441,-178.669,591.513,4.5,156.0,0.44,42.0,-1
61.629,-150.506,30.5,3.8,17.0,0.9,184.0,-1
38.834499359131,-122.78717041016,1.9700000286102,1.65,63.0,0.02,30.0,1
36.486666666667,-117.92566666667,5.86,2.69,43.0,0.2,35.0,1
66.916,-163.5393,10.0,2.8,170.0,0.86,29.0,-1
59.916,-152.703,108.1,1.3,56.0,0.4,24.0,2
32.002,-103.808,8.689,1.7,43.0,0.2,44.0,1
51.322,-177.663,17.1,2.2,247.0,0.6,12.0,2
66.873,-163.417,6.6,2.8,130.0,0.7,18.0,2
44.762666666667,-111.10966666667,9.17,1.32,78.0,0.15,13.0,1
32.101,-101.894,6.8604,0.7,51.0,0.1,18.0,1
53.572333333333,-166.9435,19.05,0.52,211.0,0.1,11.0,2
29.881,101.9563,10.0,4.6,113.0,0.48,41.0,-1
38.850498199463,-122.84516906738,1.539999961853,0.5,218.0,0.01,6.0,1
51.2961,-178.4776,35.0,3.5,203.0,0.62,37.0,-1
32.411,-102.162,7.7881,1.1,87.0,0.2,30.0,1
51.245,-178.428,27.5,2.4,211.0,0.8,30.0,2
50.4036,157.1035,30.896,4.4,187.0,0.49,62.0,-1
34.476,-116.516,5.79,1.06,63.0,0.11,27.0,1
37.580665588379,-121.97716522217,8.170000076294,2.15,31.0,0.16,38.0,1
32.097,-101.898,7.6904,0.9,58.0,0.1,31.0,1
45.678166666667,-112.23966666667,5.0,0.58,145.0,0.26,5.0,1
32.108,-101.896,7.3486,2.6,58.0,0.1,56.0,1
52.149,-174.18266666667,1.21,0.56,327.0,0.17,5.0,2
44.402166666667,-110.33516666667,8.36,1.06,114.0,0.18,8.0,1
44.398333333333,-110.3505,3.64,1.86,122.0,0.14,8.0,1
44.393333333333,-110.353,5.46,1.11,128.0,0.22,10.0,1
44.3985,-110.357,2.47,1.31,126.0,0.13,8.0,1
38.84716796875,-122.84666442871,1.0199999809265,0.92,104.0,0.03,17.0,1
44.391833333333,-110.3345,7.64,1.61,132.0,0.17,10.0,1
54.5048,-159.6693,35.0,3.0,204.0,0.62,35.0,2
52.817,-169.87266666667,0.86,0.75,157.0,0.02,4.0,2
52.817833333333,-169.868,1.29,0.34,162.0,0.19,4.0,2
35.4015,-98.195,6.07,1.3,118.0,0.22,26.0,1
47.802666666667,-120.24933333333,6.08,1.87,64.0,0.07,15.0,1
-25.9547,-71.1298,24.607,4.3,137.0,0.77,42.0,-1
53.039,-166.969,28.0,2.2,226.0,0.5,18.0,2
50.0098,157.2651,35.0,4.3,178.0,0.51,41.0,-1
35.67133333,-98.06283333,6.45,0.9,124.0,0.14,23.0,1
33.076,-116.4705,3.48,0.85,50.0,0.2,34.0,1
32.401,-102.166,4.8584,1.8,87.0,0.1,26.0,1
18.5455,-65.099166666667,20.6,2.87,197.0,0.08,6.0,3
33.490166666667,-116.74283333333,9.07,0.6,41.0,0.14,20.0,1
35.2975,-117.8005,8.23,0.59,100.0,0.11,12.0,1
63.329,-149.378,90.0,1.6,110.0,0.4,15.0,2
38.846500396729,-122.84750366211,0.88999998569489,1.04,102.0,0.03,16.0,1
52.831333333333,-169.82733333333,5.1,0.7,203.0,0.09,4.0,2
52.830333333333,-169.8795,1.22,0.38,178.0,0.08,4.0,2
32.105,-101.901,9.3506,1.2,66.0,0.1,34.0,1
2.0593,-84.6908,10.0,4.7,75.0,0.87,67.0,-1
53.015,-166.931,23.7,2.4,228.0,0.5,25.0,2
32.107,-101.901,8.4717,1.0,47.0,0.1,30.0,1
51.779833333333,-178.78166666667,9.27,0.04,103.0,0.3,5.0,2
38.793167114258,-122.73867034912,12.579999923706,0.79,97.0,0.12,8.0,1
-29.1847,-112.2108,10.0,5.8,77.0,0.92,103.0,-1
38.848167419434,-122.84783172607,1.3300000429153,0.75,135.0,0.01,9.0,1
50.0122,157.4645,35.0,4.6,122.0,0.63,64.0,-1
-25.1179,179.8177,516.817,4.5,123.0,1.04,35.0,-1
45.6845,-112.24383333333,5.0,0.4,147.0,0.09,5.0,1
52.873,-169.8805,4.95,0.71,272.0,0.09,4.0,2
50.0857,158.5609,10.0,4.5,221.0,0.36,35.0,-1
27.6243,89.7236,10.0,5.6,32.0,0.79,104.0,-1
51.797666666667,-178.83483333333,7.3,0.68,185.0,0.12,5.0,2
34.031166666667,-117.125,6.24,0.86,69.0,0.12,27.0,1
38.836833953857,-122.83666992188,1.8300000429153,0.62,80.0,0.01,12.0,1
64.756,-149.832,5.8,1.6,55.0,0.7,21.0,2
44.620833333333,-112.61,7.62,1.66,120.0,0.07,7.0,1
50.775,-175.195,13.7,2.5,284.0,0.4,10.0,2
35.798000335693,-121.28866577148,6.9899997711182,1.24,161.0,0.05,7.0,1
53.465,-167.398,11.8,1.8,204.0,0.3,15.0,2
23.8944,121.7903,25.143,3.9,82.0,0.66,27.0,-1
38.848499298096,-122.84649658203,1.6699999570847,1.33,108.0,0.01,9.0,1
19.054333333333,-155.37583333333,34.56,2.24,211.0,0.14,45.0,0
38.778499603271,-122.72699737549,1.5800000429153,1.07,76.0,0.02,11.0,1
31.691,-104.305,7.843,1.5,65.0,0.1,24.0,1
38.848999023438,-122.84799957275,1.2200000286102,1.06,110.0,0.04,19.0,1
59.275,-154.481,158.1,2.4,65.0,0.7,79.0,-1
62.714,-143.45,0.8,1.8,58.0,0.7,23.0,2
35.302666666667,-117.8035,7.37,1.31,35.0,0.17,43.0,1
52.1785,-176.13616666667,5.86,0.51,323.0,0.24,4.0,2
59.487,-151.354,14.5,1.8,154.0,0.7,9.0,2
52.847833333333,-169.854,3.79,0.78,198.0,0.11,5.0,2
19.156166666667,-155.43816666667,41.82,1.56,241.0,0.1,19.0,0
38.846668243408,-122.84816741943,1.4500000476837,0.73,103.0,0.02,14.0,1
19.176500320435,-155.38383483887,42.240001678467,1.84,233.0,0.150000006,13.0,0
19.1035,-155.38633333333,34.83,1.7,260.0,0.14,28.0,0
38.800998687744,-122.77249908447,1.4500000476837,1.07,75.0,0.02,16.0,1
38.847499847412,-122.84600067139,1.210000038147,0.24,132.0,0.02,8.0,1
19.086833953857,-155.45816040039,36.70000076294,1.77,190.0,0.25,21.0,0
19.036833333333,-155.37433333333,31.52,2.18,211.0,0.12,32.0,0
33.881,-117.724,6.65,1.02,81.0,0.17,36.0,1
44.406666666667,-110.34783333333,2.42,0.7,156.0,0.13,7.0,1
52.832166666667,-169.86183333333,4.92,1.07,180.0,0.15,5.0,2
60.424,-148.296,10.7,1.4,108.0,0.4,11.0,2
38.7778,23.4571,10.0,4.1,69.0,0.88,27.0,-1
52.831666666667,-169.9025,6.05,0.71,159.0,0.11,5.0,2
37.842334747315,-122.05117034912,11.520000457764,1.89,87.0,0.07,29.0,1
52.846666666667,-169.85866666667,3.45,1.4,196.0,0.14,5.0,2
52.856166666667,-169.90466666667,6.58,0.8,263.0,0.1,4.0,2
52.858,-169.89433333333,5.47,1.02,256.0,0.09,4.0,2
33.84,-117.1175,7.17,0.96,51.0,0.2,42.0,1
-14.6568,-76.2166,10.0,4.2,143.0,0.82,21.0,-1
37.831333333333,-122.0595,13.03,3.6,11.0,0.23,226.0,-1
31.628,-104.218,5.7922,1.5,66.0,0.2,23.0,1
14.54,-91.8575,94.885,4.0,202.0,0.96,34.0,-1
57.266,-155.19,67.2,1.7,155.0,0.3,13.0,-1
36.46383333,-98.75516667,9.02,0.65,104.0,0.05,18.0,1
34.013666666667,-117.20383333333,6.17,0.93,92.0,0.13,28.0,1
35.682166666667,-117.552,7.45,0.54,92.0,0.11,19.0,1
52.362,-174.13066666667,2.13,0.1,256.0,0.03,4.0,2
60.062,-152.798,110.0,1.7,59.0,0.5,34.0,2
52.853333333333,-169.901,7.25,1.27,250.0,0.09,4.0,2
35.40516667,-98.19166667,5.06,0.95,116.0,0.28,17.0,1
39.937999725342,-120.41349792481,0.43999999761581,1.95,164.0,0.05,5.0,1
39.925998687744,-120.41233062744,8.2600002288818,2.23,111.0,0.1,15.0,1
52.8305,-169.89616666667,6.67,1.01,164.0,0.29,5.0,2
36.184833333333,-118.00033333333,3.12,1.06,52.0,0.15,25.0,1
38.848834991455,-122.84799957275,1.3400000333786,1.15,109.0,0.02,18.0,1
35.3015,-117.8115,8.11,1.24,58.0,0.17,39.0,1
49.8979,157.6645,10.0,5.5,114.0,1.22,72.0,-1
52.835166666667,-169.859,4.2,1.35,184.0,0.16,5.0,2
33.941,-116.89283333333,4.64,0.6,62.0,0.15,29.0,1
52.3115,-174.08916666667,6.08,0.72,312.0,0.14,4.0,2
44.4095,-110.312,11.41,1.82,70.0,0.15,17.0,1
52.855,-169.89816666667,6.63,0.85,252.0,0.07,4.0,2
52.858,-169.8965,5.37,1.01,258.0,0.08,4.0,2
44.400333333333,-110.353,2.11,1.02,150.0,0.23,8.0,1
44.401,-110.354,2.05,0.5,149.0,0.25,7.0,1
19.361665725708,-155.07633972168,4.3499999046326,2.82,138.0,0.310000002,50.0,-1
52.852833333333,-169.8985,7.24,1.16,246.0,0.1,4.0,2
44.400333333333,-110.35216666667,2.49,0.3,169.0,0.16,5.0,1
53.689,-165.708,66.0,2.7,203.0,0.6,38.0,-1
64.709,-150.653,1.5,1.6,58.0,0.8,22.0,2
30.5704,-105.8325,10.0,3.3,163.0,0.52,21.0,-1
35.67016667,-98.063,6.37,0.93,126.0,0.12,18.0,1
52.827166666667,-169.85483333333,1.71,1.9,177.0,0.19,5.0,2
38.812000274658,-122.82050323486,2.9000000953674,1.06,56.0,0.02,18.0,1
33.5335,-116.72433333333,5.52,0.38,62.0,0.14,22.0,1
51.448,178.585,34.8,2.6,256.0,0.4,17.0,-1
-24.2434,-67.0098,182.14,4.6,109.0,1.14,51.0,-1
30.6675,141.971,10.0,4.6,126.0,0.53,43.0,-1
19.047833333333,-155.37166666667,30.67,1.91,208.0,0.12,26.0,0
-5.1466,101.5557,10.0,4.7,144.0,0.88,39.0,-1
52.855333333333,-169.86833333333,4.44,1.19,238.0,0.11,4.0,2
19.347166061401,-155.13366699219,3.3699998855591,1.86,157.0,0.200000003,31.0,0
19.346166610718,-155.12767028809,4.0700001716614,1.74,160.0,0.230000004,28.0,0
34.1485,-118.52833333333,8.56,1.18,99.0,0.15,39.0,1
64.673,-152.48,6.2,2.7,33.0,1.0,51.0,2
58.155,-151.596,24.5,2.4,178.0,0.8,51.0,-1
60.514166666667,-152.75983333333,31.29,0.05,102.0,0.14,8.0,2
18.016,-66.754666666667,14.04,2.12,173.0,0.13,12.0,3
64.778,-147.853,14.4,1.8,46.0,0.4,22.0,2
2.5731,96.1308,26.408,4.6,147.0,0.75,30.0,-1
19.0761,-64.695,23.0,3.81,258.0,0.39,20.0,3
19.033833333333,-155.40016666667,35.0,2.12,209.0,0.12,40.0,0
44.4015,-110.35466666667,3.47,0.39,149.0,0.09,8.0,1
52.851666666667,-169.89583333333,6.48,0.98,240.0,0.07,4.0,2
19.208000183106,-155.48049926758,33.080001831055,1.88,145.0,0.150000006,30.0,0
32.444,-102.094,6.7139,0.9,84.0,0.1,19.0,1
38.4415,-116.52,5.2115,1.53,184.0,0.1093,9.0,1
34.010666666667,-117.20883333333,6.23,0.62,93.0,0.14,24.0,1
19.066165924072,-155.36016845703,33.340000152588,1.74,263.0,0.200000003,12.0,0
61.969,-144.037,6.0,1.5,99.0,0.5,15.0,2
62.114,-148.186,35.8,1.3,62.0,0.7,13.0,2
18.013166666667,-66.896166666667,11.81,2.28,97.0,0.32,9.0,3
32.049,-101.274,3.9551,1.3,73.0,0.2,14.0,1
38.779335021973,-122.94166564941,3.7599999904633,1.07,146.0,0.02,12.0,1
52.8665,-169.89233333333,6.7,1.05,269.0,0.18,4.0,2
34.086,-117.28233333333,13.29,0.81,34.0,0.16,54.0,1
19.046333333333,-155.38033333333,34.76,2.24,211.0,0.12,39.0,0
52.839833333333,-169.85833333333,4.79,1.64,188.0,0.1,5.0,2
44.3785,-110.33133333333,7.82,2.4,77.0,0.09,22.0,1
44.399166666667,-110.353,3.82,1.23,125.0,0.15,10.0,1
54.745,-162.534,79.1,1.8,225.0,0.2,9.0,-1
38.847499847412,-122.84916687012,1.3899999856949,1.08,105.0,0.03,21.0,1
34.025,-117.59683333333,3.18,0.94,62.0,0.13,34.0,1
52.843,-169.86883333333,3.15,0.93,189.0,0.18,5.0,2
19.049,-155.3805,32.67,1.84,207.0,0.14,33.0,0
18.994167327881,-155.39967346191,32.939998626709,1.71,221.0,0.189999998,14.0,0
37.834167480469,-122.05000305176,12.310000419617,1.69,90.0,0.08,26.0,1
59.173,-152.487,71.5,1.6,115.0,0.4,18.0,2
44.3835,-110.34116666667,6.22,1.31,151.0,0.11,11.0,1
52.847,-169.87183333333,5.8,0.7,221.0,0.06,4.0,2
19.053333333333,-155.38266666667,33.77,3.1,205.0,0.13,47.0,0
61.636,-149.914,52.2,2.1,85.0,0.7,36.0,2
45.6855,-112.2365,5.0,0.79,148.0,0.22,7.0,1
32.365,-102.162,8.1299,0.6,72.0,0.1,13.0,1
49.8993,157.3799,35.0,6.1,109.0,0.97,96.0,-1
19.0685,-155.37683333333,32.89,4.11,235.0,0.11,49.0,-1
18.947332382202,-155.41883850098,27.870000839233,1.93,234.0,0.150000006,25.0,0
61.66,-149.597,31.8,1.6,60.0,0.7,22.0,2
28.721,-98.468,7.8913,1.2,78.0,0.1,13.0,1
19.363,-155.60766666667,53.72,1.56,113.0,0.22,21.0,-1
52.8445,-169.86333333333,6.59,0.98,217.0,0.18,4.0,2
38.7304,23.4046,10.0,5.2,23.0,0.76,103.0,-1
53.927,-163.971,20.0,2.4,223.0,0.5,19.0,2
52.839333333333,-169.85466666667,3.59,1.33,190.0,0.17,5.0,2
38.7777,23.3819,10.0,4.9,42.0,0.6,68.0,-1
60.025,-152.652,93.8,1.9,52.0,0.5,56.0,2
38.820835113525,-122.84083557129,2.0199999809265,0.99,114.0,0.01,11.0,1
52.843833333333,-169.857,5.9,1.13,193.0,0.08,5.0,2
37.1368,-115.2958,1.9882,1.51,191.0,0.1491,30.0,1
52.117,-170.382,10.9,3.0,216.0,0.5,25.0,2
52.839666666667,-169.8735,3.99,1.58,184.0,0.17,5.0,2
32.097,-101.892,7.8857,0.5,70.0,0.1,18.0,1
52.766333333333,-169.88383333333,3.63,0.8,238.0,0.05,5.0,2
51.826,-176.56,12.9,1.6,192.0,0.7,15.0,2
34.019,-117.19033333333,4.94,1.0,69.0,0.18,30.0,1
38.823333740234,-122.84083557129,1.4900000095367,0.62,148.0,0.01,8.0,1
47.898,-122.67866666667,22.36,0.42,113.0,0.16,9.0,1
56.513,-157.567,70.5,1.9,123.0,0.5,20.0,2
45.672666666667,-112.2475,1.97,2.45,57.0,0.35,45.0,-1
31.876,-101.742,8.5693,1.2,42.0,0.2,39.0,1
38.838165283203,-122.7868347168,15.35000038147,1.74,184.0,0.05,7.0,1
32.357,-102.08,8.252,0.4,63.0,0.2,14.0,1
35.673,-98.06383333,6.72,0.69,123.0,0.06,13.0,1
52.842166666667,-169.86016666667,1.7,0.81,190.0,0.17,5.0,2
52.845333333333,-169.8595,3.03,1.22,194.0,0.11,5.0,2
38.814998626709,-122.7996673584,2.2300000190735,1.3,34.0,0.02,20.0,1
38.787498474121,-122.78099822998,3.5499999523163,0.74,133.0,0.03,9.0,1
62.184,-148.155,19.7,1.5,130.0,0.7,14.0,2
18.6306,-68.9695,122.0,3.87,159.0,0.21,19.0,-1
19.6141,-68.6653,10.0,2.6,202.0,0.78,14.0,-1
61.261666666667,-152.38716666667,10.22,0.02,135.0,0.39,8.0,2
33.526833333333,-116.72983333333,6.43,0.85,36.0,0.18,40.0,1
61.581,-149.837,56.6,1.4,90.0,0.6,19.0,2
33.531,-116.725,5.65,0.3,100.0,0.11,16.0,1
52.0783,-170.5711,35.0,3.2,214.0,0.67,21.0,2
35.305833333333,-117.80566666667,7.12,1.69,59.0,0.18,48.0,1
34.759333333333,-117.15333333333,7.54,1.86,28.0,0.16,62.0,1
62.207,-148.137,10.0,3.0,21.0,1.2,134.0,-1
36.4395,-117.95966666667,8.17,2.22,58.0,0.17,32.0,1
51.457,-176.327,33.5,2.0,265.0,0.2,14.0,2
33.995666666667,-117.14733333333,12.34,0.56,102.0,0.15,17.0,1
34.021833333333,-117.59733333333,4.69,1.01,40.0,0.17,49.0,1
44.504333333333,-110.55383333333,2.53,0.45,127.0,0.11,9.0,1
33.491333333333,-116.48133333333,14.25,0.65,63.0,0.12,21.0,1
33.54,-116.71016666667,5.82,0.29,103.0,0.12,18.0,1
52.835,-169.8565,0.99,0.87,184.0,0.15,5.0,2
52.8315,-169.8705,5.82,0.84,177.0,0.26,5.0,2
34.023333333333,-117.59883333333,4.37,1.07,37.0,0.18,50.0,1
52.843833333333,-169.85233333333,1.47,0.87,195.0,0.16,5.0,2
52.839333333333,-169.86966666667,4.99,1.28,142.0,0.26,6.0,2
52.831,-169.86616666667,4.36,1.12,177.0,0.25,5.0,2
52.845833333333,-169.86916666667,3.4,0.98,191.0,0.13,5.0,2
64.62,-148.065,14.2,0.8,82.0,0.3,9.0,2
52.823833333333,-169.86316666667,3.5,1.8,171.0,0.32,5.0,2
64.895,-147.817,13.4,1.4,38.0,0.7,23.0,2
41.825166666667,-112.34366666667,0.28,0.88,76.0,0.21,7.0,1
32.766,-100.674,6.958,1.3,75.0,0.1,13.0,1
32.764,-100.674,7.8857,1.3,75.0,0.1,11.0,1
52.841833333333,-169.8505,1.29,0.91,193.0,0.15,5.0,2
52.835666666667,-169.8665,2.9,0.95,182.0,0.29,5.0,2
35.3025,-117.79866666667,6.99,1.37,91.0,0.18,32.0,1
32.363833333333,-115.447,1.62,2.5,102.0,0.27,30.0,1
23.9034,94.7544,115.752,4.3,144.0,0.49,21.0,-1
61.37,-146.103,13.2,2.5,23.0,1.1,61.0,-1
31.598,-102.091,8.4717,1.0,76.0,0.1,16.0,1
19.575833333333,-155.97,42.86,2.05,177.0,0.13,31.0,0
58.2345,-155.10483333333,4.98,0.04,84.0,0.18,11.0,2
60.405,-151.176,55.4,1.6,57.0,0.7,20.0,2
33.9365,-117.06666666667,7.15,0.9,31.0,0.16,40.0,1
52.8455,-169.85916666667,1.02,0.77,194.0,0.14,5.0,2
52.845,-169.85766666667,2.79,1.4,194.0,0.17,5.0,2
40.8415,-75.7644,5.0,1.8,67.0,0.78,23.0,-1
52.8465,-169.8575,2.75,1.07,196.0,0.2,5.0,2
64.75,-149.858,10.3,1.2,81.0,0.6,13.0,2
52.839666666667,-169.8755,4.74,2.44,183.0,0.2,5.0,2
51.740666666667,-178.82833333333,7.16,0.56,276.0,0.3,5.0,2
33.469666666667,-116.47783333333,14.26,0.6,64.0,0.16,24.0,1
56.095833333333,-159.27683333333,11.71,0.47,151.0,0.37,5.0,2
44.379333333333,-110.33483333333,7.61,1.0,76.0,0.12,13.0,1
38.842998504639,-122.84683227539,1.2200000286102,0.68,156.0,0.01,6.0,1
32.769,-100.674,6.0303,1.5,70.0,0.1,14.0,1
44.405833333333,-110.354,2.03,0.39,162.0,0.11,6.0,1
44.389666666667,-110.349,5.07,0.41,133.0,0.13,8.0,1
33.634166666667,-116.70416666667,14.03,0.88,45.0,0.17,45.0,1
-24.3729,-179.849,506.648,5.4,48.0,1.2,66.0,-1
35.302833333333,-117.80166666667,6.52,1.75,33.0,0.19,51.0,1
61.504,-146.666,40.3,1.4,64.0,0.6,16.0,2
38.80583190918,-122.25483703613,4.0900001525879,1.56,166.0,0.31,8.0,1
35.308333333333,-117.81616666667,8.6,1.7,40.0,0.17,50.0,1
38.840999603271,-122.87633514404,2.079999923706,0.59,198.0,0.04,8.0,1
33.303833333333,-116.289,10.96,0.8,85.0,0.18,26.0,1
44.381166666667,-110.33033333333,7.74,1.9,76.0,0.12,19.0,1
52.836166666667,-169.8705,4.09,1.19,181.0,0.23,5.0,2
52.842166666667,-169.8605,3.92,1.21,190.0,0.13,5.0,2
38.785999298096,-122.74333190918,1.3200000524521,0.75,84.0,0.04,10.0,1
38.820667266846,-122.84300231934,1.8999999761581,0.75,128.0,0.01,12.0,1
38.821334838867,-122.8125,3.0099999904633,0.76,127.0,0.02,11.0,1
36.309665679932,-119.7559967041,19.219999313354,1.97,90.0,0.02,8.0,1
44.403333333333,-110.352,2.63,0.17,165.0,0.11,5.0,1
44.381666666667,-110.34233333333,6.22,0.62,145.0,0.12,8.0,1
17.971666666667,-67.010666666667,9.21,2.14,179.0,0.09,6.0,3
34.010333333333,-117.21033333333,6.39,0.77,112.0,0.14,26.0,1
-7.4742,128.439,161.221,5.1,34.0,1.15,61.0,-1
37.603332519531,-122.46766662598,8.3400001525879,1.73,112.0,0.04,12.0,1
52.3119,-169.9022,8.712,2.7,217.0,0.59,13.0,2
56.019,-159.691,14.0,1.5,306.0,0.4,10.0,2
12.7617,-90.1669,10.0,4.4,170.0,1.16,26.0,-1
-36.2523,177.7152,228.648,4.0,159.0,1.04,19.0,-1
18.536833333333,-67.278,23.52,2.74,291.0,0.14,12.0,3
34.021666666667,-117.18833333333,5.03,0.76,70.0,0.14,24.0,1
35.936833333333,-117.69916666667,2.5,1.2,48.0,0.12,24.0,1
64.691,-148.772,5.8,1.4,60.0,0.6,16.0,2
33.941833333333,-117.149,16.21,1.04,73.0,0.18,34.0,1
38.845165252685,-122.84649658203,1.5,0.18,121.0,0.01,8.0,1
38.847499847412,-122.84799957275,1.3999999761581,1.36,104.0,0.02,16.0,1
38.846668243408,-122.84816741943,1.3799999952316,0.77,133.0,0.02,9.0,1
